Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/d/s/dsc_2249_580l400_1_.jpg,https://www.batiskaf.ru/gidrokostjum-dlja-dajvinga-utrish-shorty-muzhskoj-3-mm.html,Гидрокостюм для дайвинга UTRISH Shorty мужской 3 мм,5200руб.,SGUSHM3,Да,"Подчеркнуть мужественность и без того отчаянных и отважных мужчин, занимающихся водными видами спорта поможет гидрокостюм САРГАН ""УТРИШ"" Шорти. Толщина неопрена у этого костюма 3 мм.
Будь ты дайвер, кайтер, серфер или на худой конец - просто сноркелер, ты получишь защиту от холода, солнца и восхищенные взгляды спутниц.



"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/w/5/w50_lady_back.jpg,https://www.batiskaf.ru/gidrokostjum-w50-5-mm-zhen.html,Гидрокостюм W50 5мм женский,46670руб.,WP35022,Да,"W50 – это новый гидрокостюм в серии Waterproof Sport Series.
Мягкий неопрен UltraFlex толщиной 5 мм обеспечит плотную посадку гидрокостюма на теле, что минимизирует циркуляцию воды внутри гидрокостюма и обеспечит теплое комфортное погружение, где бы вы ни ныряли в умеренных водах.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/w/5/w50_man_back_1.jpg,https://www.batiskaf.ru/gidrokostjum-w50-5-mm-muzh.html,Гидрокостюм W50 5мм мужской,46670руб.,WP35012,Да,"W50 – это новый гидрокостюм в серии Waterproof Sport Series.
Мягкий неопрен UltraFlex толщиной 5 мм обеспечит плотную посадку гидрокостюма на теле, что минимизирует циркуляцию воды внутри гидрокостюма и обеспечит теплое комфортное погружение, где бы вы ни ныряли в умеренных водах.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/n/i/nixie2.jpg,https://www.batiskaf.ru/gidrokostjum-nixie-5mm-zhenskij.html,Гидрокостюм Nixie 5мм женский черный,23200руб.,002469BLK,Да,"Гидрокостюм мокрого типа для дайвинга, женский
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/n/e/neoskin_half_man_wet_halo_small.png,https://www.batiskaf.ru/gidrokostjum-neoskin-1-mm-muzhskoj.html,Гидрокостюм Neoskin 1мм мужской,21450руб.,WP3151,Да,"Проскользните в NeoSkin, невероятно комфортный, как пижама. Вы не захотите его снимать.
Плотнее и теплее, чем лайкровый, мягче и эластичней, чем неопреновый гидрокостюм. Полностью ветро и брызгозащитный. Эластичное гладкое тканевое покрытие изнутри делает NEOSKIN легким в надевании и снимании.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/w/3/w30_19_pair_1_1.png,https://www.batiskaf.ru/gidrokostjum-w30-new-2019-2-5mm-muzhskoj.html,"Гидрокостюм W30 2,5мм мужской",25600руб.,WP32012,Да,"Модель W30 из СЕРИИ СПОРТ оснащена волшебным устройством WPAD™
WPAD™, или док персональных аксессуаров Waterproof (Waterproof Personal Accessory Dock) – это искусно сконструированный так называемый стыковочный узел на правом бедре для крепления специальных аксессуаров из нашей новой линейки – например, карманов, держателя для фонаря или для подводного ружья.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/w/3/w30_19_pair_1.png,https://www.batiskaf.ru/gidrokostjum-w30-new-2019-2-5mm-lady.html,"Гидрокостюм W30 2,5мм женский",25600руб.,WP32022,Да,"Модель W30 из СЕРИИ СПОРТ оснащена волшебным устройством WPAD™
WPAD™, или док персональных аксессуаров Waterproof (Waterproof Personal Accessory Dock) – это искусно сконструированный так называемый стыковочный узел на правом бедре для крепления специальных аксессуаров из нашей новой линейки – например, карманов, держателя для фонаря или для подводного ружья.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/b/a/bali-2019-mono-2.jpg,https://www.batiskaf.ru/gidrokostjum-bali-2019-3mm-muzhskoj.html,Гидрокостюм БАЛИ 2019 3мм мужской,19345руб.,SPSU4210140,Да,"Монокостюм толщиной 3мм для погружений в теплой воде. Достаточно эластичный для использования в других видах водного спорта и активного отдыха на воде.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/b/a/bali-2019-mono-2_1.jpg,https://www.batiskaf.ru/gidrokostjum-bali-2019-3mm-zhenskij.html,Гидрокостюм БАЛИ 2019 3мм женский,19345руб.,SPSU4220140,Да,"Монокостюм толщиной 3мм для погружений в теплой воде. Достаточно эластичный для использования в других видах водного спорта и активного отдыха на воде.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/7/m/7mm_nixie_full_glacier_blue_rear_1.png,https://www.batiskaf.ru/gidrokostjum-nixie-5mm-zhenskij-goluboj.html,Гидрокостюм Nixie 5мм женский голубой,23200руб.,002469GBL,Да,"Гидрокостюм мокрого типа для дайвинга, женский
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/_/0/_02_1.jpg,https://www.batiskaf.ru/gidrokostjum-scorpena-miami-2-3mm-zhenskij.html,Гидрокостюм Scorpena Miami-2 3мм женский,6840руб.,SCO4000827,Да,"Практичные и стильные гидрокостюмы Scorpena Miami-2 предназначены для нерегулярных занятий любительским дайвингом или сноркелингом.

"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/0/3/03_2_1_.jpg,https://www.batiskaf.ru/gidrokostjum-scorpena-miami-2-3mm-muzhskoj.html,Гидрокостюм Scorpena Miami-2 3мм мужской,6840руб.,SCO4000713,Да,"Гидрокостюм Scorpena Miami-2 изготовлен из 3 мм неопрена с двухсторонним покрытием тканью. Чтобы ничего не натирало тела пловцов во время активных движений в воде, все швы на костюме выполнены плоскими. А для надёжности эти швы выполнены многониточными. Для удобства надевания гидрокостюм Scorpena Miami оснащён застёжкой-молнией проходящей вертикально по спине.

"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/1/-/1-proteus2_1.jpg,https://www.batiskaf.ru/gidrokostjum-fourth-element-proteus-ii-man-5mm.html,Гидрокостюм Fourth Element PROTEUS II Man 5мм,49950руб.,IIPROT5,Да,"Гидрокостюм Fourth Element PROTEUS II 5мм - гидрокостюм мокрого типа премиум класса.
Новейшая разработка от Fourth Element для взыскательных дайверов. 
С новым кроем, высококачественной подкладкой и неопреном Theroflex, Proteus II сочетает в себе высочайшую производительность, сбалансированную и отрегулированную без каких-либо затруднений при ношении и съеме. Эластичные наколенники обеспечивают комфорт и долговечность. Обновленная графика и соответствующие рисунки гексакора создают эффектный костюм, который выглядит так же хорошо, как и работает.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/x/e/xenos_front_1.jpg,https://www.batiskaf.ru/gidrokostjum-fourth-element-xenos-man-3mm.html,Гидрокостюм Fourth Element XENOS Man 3мм синий,36000руб.,XMF3AB,Да,"Линия гидрокостюмов Xenos была разработана для взыскательных дайверов, которым нужен легкий в обращении гидрокостюм, который хорошо работает и выглядит великолепно, с добавлением цвета и использованием эластичного неопрена.
"
Водный спорт/Гидрокостюмы для гидроцикла/,https://www.batiskaf.ru/media/catalog/product/cache/2/small_image/296x296/9df78eab33525d08d6e5fb8d27136e95/x/e/xenos5_2_4.jpg,https://www.batiskaf.ru/gidrokostjum-fourth-element-xenos-man-5mm.html,Гидрокостюм Fourth Element XENOS Man 5мм,36510руб.,XMF5BG,Да,"Линия гидрокостюмов Xenos была разработана для взыскательных дайверов, которым нужен легкий в обращении гидрокостюм, который хорошо работает и выглядит великолепно, с добавлением цвета и использованием эластичного неопрена/
"
